@relation Data
@attribute ID {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25','26','27','28','29','30','31','32','33','34','35','36'}
@attribute Reason.for.absence {'0','1','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','21','22','23','24','25','26','27','28'}
@attribute Month.of.absence {'0','1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute Day.of.the.week {'2','3','4','5','6'}
@attribute Seasons {'1','2','3','4'}
@attribute Transportation.expense numeric
@attribute Distance.from.Residence.to.Work numeric
@attribute Service.time numeric
@attribute Age numeric
@attribute Work.load.Average.day numeric
@attribute Hit.target numeric
@attribute Disciplinary.failure {'0','1'}
@attribute Education {'1','2','3','4'}
@attribute Son numeric
@attribute Social.drinker {'0','1'}
@attribute Social.smoker {'0','1'}
@attribute Pet numeric
@attribute Weight numeric
@attribute Height numeric
@attribute Body.mass.index numeric
@attribute Absenteeism.time.in.hours {'A','B'}
@data
'17','25','1','4','2',179,22,17,40,313.532,96,'0','2',2,'0','1',0,63,170,22,'A'
'32','10','1','5','2',289,48,29,49,313.532,96,'0','1',0,'0','0',2,108,172,36,'B'
'17','18','1','6','2',179,22,17,40,313.532,96,'0','2',2,'0','1',0,63,170,22,'A'
'22','27','1','2','2',179,26,9,30,313.532,96,'0','3',0,'0','0',0,56,171,19,'A'
'14','18','1','3','2',155,12,14,34,313.532,96,'0','1',2,'1','0',0,95,196,25,'B'
'22','27','1','4','2',179,26,9,30,313.532,96,'0','3',0,'0','0',0,56,171,19,'A'
'3','27','1','4','2',179,51,18,38,313.532,96,'0','1',0,'1','0',0,89,170,31,'A'
'11','13','1','4','2',289,36,13,33,313.532,96,'0','1',2,'1','0',1,90,172,30,'B'
'3','27','1','5','2',179,51,18,38,313.532,96,'0','1',0,'1','0',0,89,170,31,'A'
'3','27','1','6','2',179,51,18,38,313.532,96,'0','1',0,'1','0',0,89,170,31,'A'
'3','13','2','3','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'B'
'28','23','2','3','2',225,26,9,28,264.249,97,'0','1',1,'0','0',2,69,169,24,'A'
'33','1','2','4','2',248,25,14,47,264.249,97,'0','1',2,'0','0',1,86,165,32,'B'
'3','27','2','4','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'28','28','2','5','2',225,26,9,28,264.249,97,'0','1',1,'0','0',2,69,169,24,'A'
'3','27','2','5','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'22','27','2','5','2',179,26,9,30,264.249,97,'0','3',0,'0','0',0,56,171,19,'A'
'29','28','2','6','2',225,15,15,41,264.249,97,'0','4',2,'1','0',2,94,182,28,'A'
'3','27','2','6','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'12','19','2','2','2',233,51,1,31,264.249,97,'0','2',1,'1','0',8,68,178,21,'A'
'3','27','2','2','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'28','7','2','3','2',225,26,9,28,264.249,97,'0','1',1,'0','0',2,69,169,24,'B'
'3','27','2','4','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'3','27','2','5','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'28','25','2','5','2',225,26,9,28,264.249,97,'0','1',1,'0','0',2,69,169,24,'A'
'22','13','2','5','2',179,26,9,30,264.249,97,'0','3',0,'0','0',0,56,171,19,'A'
'17','23','2','6','2',179,22,17,40,264.249,97,'0','2',2,'0','1',0,63,170,22,'A'
'3','27','2','6','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'12','12','2','4','2',233,51,1,31,264.249,97,'0','2',1,'1','0',8,68,178,21,'A'
'22','27','2','4','2',179,26,9,30,264.249,97,'0','3',0,'0','0',0,56,171,19,'A'
'3','27','2','4','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'3','13','2','5','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'B'
'3','27','2','6','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'14','25','2','2','2',155,12,14,34,264.249,97,'0','1',2,'1','0',0,95,196,25,'B'
'25','25','2','2','2',235,16,8,32,264.249,97,'0','3',0,'0','0',0,75,178,25,'A'
'3','27','2','2','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'28','7','2','2','2',225,26,9,28,264.249,97,'0','1',1,'0','0',2,69,169,24,'A'
'3','27','2','3','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'33','23','2','3','2',248,25,14,47,264.249,97,'0','1',2,'0','0',1,86,165,32,'A'
'28','25','2','3','2',225,26,9,28,264.249,97,'0','1',1,'0','0',2,69,169,24,'A'
'3','27','2','4','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'3','27','2','5','2',179,51,18,38,264.249,97,'0','1',0,'1','0',0,89,170,31,'A'
'25','25','2','6','2',235,16,8,32,264.249,97,'0','3',0,'0','0',0,75,178,25,'A'
'3','27','3','2','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'33','23','3','2','2',248,25,14,47,222.196,99,'0','1',2,'0','0',1,86,165,32,'A'
'9','25','3','3','2',228,14,16,58,222.196,99,'0','1',2,'0','0',1,65,172,22,'A'
'33','25','3','3','2',248,25,14,47,222.196,99,'0','1',2,'0','0',1,86,165,32,'A'
'3','27','3','4','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'28','27','3','5','2',225,26,9,28,222.196,99,'0','1',1,'0','0',2,69,169,24,'A'
'3','27','3','5','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'28','25','3','5','2',225,26,9,28,222.196,99,'0','1',1,'0','0',2,69,169,24,'A'
'22','27','3','6','2',179,26,9,30,222.196,99,'0','3',0,'0','0',0,56,171,19,'A'
'25','25','3','2','2',235,16,8,32,222.196,99,'0','3',0,'0','0',0,75,178,25,'A'
'10','19','3','2','2',361,52,3,28,222.196,99,'0','1',1,'1','0',4,80,172,27,'B'
'3','13','3','3','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'B'
'3','27','3','4','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'3','27','3','5','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'22','27','3','6','2',179,26,9,30,222.196,99,'0','3',0,'0','0',0,56,171,19,'A'
'3','10','3','2','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'33','13','3','2','2',248,25,14,47,222.196,99,'0','1',2,'0','0',1,86,165,32,'A'
'3','27','3','2','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'28','7','3','2','2',225,26,9,28,222.196,99,'0','1',1,'0','0',2,69,169,24,'B'
'3','27','3','3','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'11','23','3','4','2',289,36,13,33,222.196,99,'0','1',2,'1','0',1,90,172,30,'B'
'9','25','3','4','2',228,14,16,58,222.196,99,'0','1',2,'0','0',1,65,172,22,'A'
'3','27','3','4','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'33','23','3','5','2',248,25,14,47,222.196,99,'0','1',2,'0','0',1,86,165,32,'A'
'3','27','3','5','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'22','23','3','6','2',179,26,9,30,222.196,99,'0','3',0,'0','0',0,56,171,19,'A'
'3','27','3','6','2',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'3','27','3','3','3',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'16','23','3','4','3',118,15,24,46,222.196,99,'0','1',2,'1','1',0,75,175,25,'B'
'3','27','3','4','3',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'3','27','3','5','3',179,51,18,38,222.196,99,'0','1',0,'1','0',0,89,170,31,'A'
'22','13','3','2','3',179,26,9,30,222.196,99,'0','3',0,'0','0',0,56,171,19,'A'
'13','22','3','4','3',369,17,12,31,222.196,99,'0','1',3,'1','0',0,70,169,25,'B'
'28','13','4','2','3',225,26,9,28,246.288,91,'0','1',1,'0','0',2,69,169,24,'B'
'34','10','4','2','3',118,10,10,37,246.288,91,'0','1',0,'0','0',0,83,172,28,'B'
'10','19','4','3','3',361,52,3,28,246.288,91,'0','1',1,'1','0',4,80,172,27,'B'
'33','19','4','4','3',248,25,14,47,246.288,91,'0','1',2,'0','0',1,86,165,32,'B'
'6','13','4','5','3',189,29,13,33,246.288,91,'0','1',2,'0','0',2,69,167,25,'B'
'22','27','4','6','3',179,26,9,30,246.288,91,'0','3',0,'0','0',0,56,171,19,'A'
'17','16','4','3','3',179,22,17,40,246.288,91,'0','2',2,'0','1',0,63,170,22,'A'
'36','23','4','3','3',118,13,18,50,246.288,91,'0','1',1,'1','0',0,98,178,31,'A'
'10','23','4','3','3',361,52,3,28,246.288,91,'0','1',1,'1','0',4,80,172,27,'A'
'34','10','4','4','3',118,10,10,37,246.288,91,'0','1',0,'0','0',0,83,172,28,'A'
'1','22','4','6','3',235,11,14,37,246.288,91,'0','3',1,'0','0',1,88,172,29,'B'
'22','27','4','6','3',179,26,9,30,246.288,91,'0','3',0,'0','0',0,56,171,19,'A'
'28','19','4','2','3',225,26,9,28,246.288,91,'0','1',1,'0','0',2,69,169,24,'B'
'25','16','4','3','3',235,16,8,32,246.288,91,'0','3',0,'0','0',0,75,178,25,'A'
'22','27','4','6','3',179,26,9,30,246.288,91,'0','3',0,'0','0',0,56,171,19,'A'
'14','28','4','3','3',155,12,14,34,246.288,91,'0','1',2,'1','0',0,95,196,25,'A'
'28','19','4','5','3',225,26,9,28,246.288,91,'0','1',1,'0','0',2,69,169,24,'B'
'36','14','4','5','3',118,13,18,50,246.288,91,'0','1',1,'1','0',0,98,178,31,'A'
'22','27','4','6','3',179,26,9,30,246.288,91,'0','3',0,'0','0',0,56,171,19,'A'
'1','22','5','2','3',235,11,14,37,237.656,99,'0','3',1,'0','0',1,88,172,29,'B'
'29','19','5','4','3',225,15,15,41,237.656,99,'0','4',2,'1','0',2,94,182,28,'A'
'25','28','5','4','3',235,16,8,32,237.656,99,'0','3',0,'0','0',0,75,178,25,'A'
'34','8','5','4','3',118,10,10,37,237.656,99,'0','1',0,'0','0',0,83,172,28,'A'
'5','26','5','4','3',235,20,13,43,237.656,99,'0','1',1,'1','0',0,106,167,38,'B'
'22','13','5','5','3',179,26,9,30,237.656,99,'0','3',0,'0','0',0,56,171,19,'A'
'15','28','5','5','3',291,31,12,40,237.656,99,'0','1',1,'1','0',1,73,171,25,'A'
'29','14','5','5','3',225,15,15,41,237.656,99,'0','4',2,'1','0',2,94,182,28,'B'
'29','22','5','6','3',225,15,15,41,237.656,99,'0','4',2,'1','0',2,94,182,28,'B'
'22','27','5','6','3',179,26,9,30,237.656,99,'0','3',0,'0','0',0,56,171,19,'A'
'36','23','5','2','3',118,13,18,50,237.656,99,'0','1',1,'1','0',0,98,178,31,'A'
'36','5','5','3','3',118,13,18,50,237.656,99,'0','1',1,'1','0',0,98,178,31,'A'
'34','28','5','3','3',118,10,10,37,237.656,99,'0','1',0,'0','0',0,83,172,28,'A'
'36','0','5','3','3',118,13,18,50,237.656,99,'1','1',1,'1','0',0,98,178,31,'A'
'22','27','5','4','3',179,26,9,30,237.656,99,'0','3',0,'0','0',0,56,171,19,'A'
'23','0','5','4','3',378,49,11,36,237.656,99,'1','1',2,'0','1',4,65,174,21,'A'
'17','16','5','6','3',179,22,17,40,237.656,99,'0','2',2,'0','1',0,63,170,22,'A'
'25','10','5','2','3',235,16,8,32,237.656,99,'0','3',0,'0','0',0,75,178,25,'B'
'15','22','5','4','3',291,31,12,40,237.656,99,'0','1',1,'1','0',1,73,171,25,'B'
'17','10','5','4','3',179,22,17,40,237.656,99,'0','2',2,'0','1',0,63,170,22,'B'
'28','6','5','4','3',225,26,9,28,237.656,99,'0','1',1,'0','0',2,69,169,24,'A'
'18','10','5','5','3',330,16,4,28,237.656,99,'0','2',0,'0','0',0,84,182,25,'B'
'25','23','5','5','3',235,16,8,32,237.656,99,'0','3',0,'0','0',0,75,178,25,'A'
'15','28','5','5','3',291,31,12,40,237.656,99,'0','1',1,'1','0',1,73,171,25,'A'
'22','27','5','6','3',179,26,9,30,237.656,99,'0','3',0,'0','0',0,56,171,19,'A'
'10','7','5','2','3',361,52,3,28,237.656,99,'0','1',1,'1','0',4,80,172,27,'B'
'14','23','5','4','3',155,12,14,34,237.656,99,'0','1',2,'1','0',0,95,196,25,'A'
'17','25','5','6','3',179,22,17,40,237.656,99,'0','2',2,'0','1',0,63,170,22,'B'
'14','10','5','6','3',155,12,14,34,237.656,99,'0','1',2,'1','0',0,95,196,25,'B'
'28','11','5','2','3',225,26,9,28,237.656,99,'0','1',1,'0','0',2,69,169,24,'A'
'16','7','6','4','3',118,15,24,46,275.089,96,'0','1',2,'1','1',0,75,175,25,'B'
'22','27','6','4','3',179,26,9,30,275.089,96,'0','3',0,'0','0',0,56,171,19,'A'
'34','26','6','6','3',118,10,10,37,275.089,96,'0','1',0,'0','0',0,83,172,28,'B'
'34','10','6','4','3',118,10,10,37,275.089,96,'0','1',0,'0','0',0,83,172,28,'B'
'23','22','6','5','3',378,49,11,36,275.089,96,'0','1',2,'0','1',4,65,174,21,'B'
'12','19','6','6','3',233,51,1,31,275.089,96,'0','2',1,'1','0',8,68,178,21,'B'
'22','27','6','6','3',179,26,9,30,275.089,96,'0','3',0,'0','0',0,56,171,19,'A'
'2','0','6','2','3',235,29,12,48,275.089,96,'1','1',1,'0','1',5,88,163,33,'A'
'21','0','6','2','3',268,11,8,33,275.089,96,'1','2',0,'0','0',0,79,178,25,'A'
'36','19','6','5','3',118,13,18,50,275.089,96,'0','1',1,'1','0',0,98,178,31,'A'
'22','13','6','5','3',179,26,9,30,275.089,96,'0','3',0,'0','0',0,56,171,19,'A'
'15','28','6','5','3',291,31,12,40,275.089,96,'0','1',1,'1','0',1,73,171,25,'A'
'22','13','6','2','1',179,26,9,30,275.089,96,'0','3',0,'0','0',0,56,171,19,'A'
'34','25','6','2','1',118,10,10,37,275.089,96,'0','1',0,'0','0',0,83,172,28,'A'
'12','22','6','5','1',233,51,1,31,275.089,96,'0','2',1,'1','0',8,68,178,21,'B'
'34','8','6','6','1',118,10,10,37,275.089,96,'0','1',0,'0','0',0,83,172,28,'A'
'34','10','6','4','1',118,10,10,37,275.089,96,'0','1',0,'0','0',0,83,172,28,'A'
'12','22','6','4','1',233,51,1,31,275.089,96,'0','2',1,'1','0',8,68,178,21,'A'
'5','26','7','4','1',235,20,13,43,264.604,93,'0','1',1,'1','0',0,106,167,38,'A'
'12','19','7','6','1',233,51,1,31,264.604,93,'0','2',1,'1','0',8,68,178,21,'A'
'9','6','7','2','1',228,14,16,58,264.604,93,'0','1',2,'0','0',1,65,172,22,'B'
'34','28','7','2','1',118,10,10,37,264.604,93,'0','1',0,'0','0',0,83,172,28,'A'
'6','22','7','3','1',189,29,13,33,264.604,93,'0','1',2,'0','0',2,69,167,25,'B'
'34','23','7','4','1',118,10,10,37,264.604,93,'0','1',0,'0','0',0,83,172,28,'A'
'10','22','7','4','1',361,52,3,28,264.604,93,'0','1',1,'1','0',4,80,172,27,'B'
'28','22','7','4','1',225,26,9,28,264.604,93,'0','1',1,'0','0',2,69,169,24,'B'
'11','14','7','3','1',289,36,13,33,264.604,93,'0','1',2,'1','0',1,90,172,30,'B'
'1','11','7','3','1',235,11,14,37,264.604,93,'0','3',1,'0','0',1,88,172,29,'A'
'4','0','0','3','1',118,14,13,40,271.219,95,'0','1',1,'1','0',8,98,170,34,'A'
'8','0','0','4','2',231,35,14,39,271.219,95,'0','1',2,'1','0',2,100,170,35,'A'
'35','0','0','6','3',179,45,14,53,271.219,95,'0','1',1,'0','0',1,77,175,25,'A'
